Source,File,Attribute,Value,Total Occurrences,TargetAttribute,Numeric,Boolean,String,DateTime,Currency,Dimensions,Weight,Scale,Ratio,Frequency,Power,Temperature,Colors
www.planet-computer.it,272.json,dimensione visibile orizzontale,"47,664 cm",89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,275.json,dimensione visibile orizzontale,476.64 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,277.json,dimensione visibile orizzontale,518.4 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,280.json,dimensione visibile orizzontale,337.9 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,281.json,dimensione visibile orizzontale,"59,789 cm",89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,282.json,dimensione visibile orizzontale,531.4 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,283.json,dimensione visibile orizzontale,476.64 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,285.json,dimensione visibile orizzontale,597.6 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,288.json,dimensione visibile orizzontale,476.6 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,289.json,dimensione visibile orizzontale,509.18 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,291.json,dimensione visibile orizzontale,521.28 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,35.json,dimensione visibile orizzontale,476.64 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,36.json,dimensione visibile orizzontale,597.6 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,39.json,dimensione visibile orizzontale,521.28 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,48.json,dimensione visibile orizzontale,410 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,49.json,dimensione visibile orizzontale,432 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,52.json,dimensione visibile orizzontale,509.18 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,55.json,dimensione visibile orizzontale,"58,366 cm",89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,61.json,dimensione visibile orizzontale,376.32 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,64.json,dimensione visibile orizzontale,376.32 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,65.json,dimensione visibile orizzontale,476.64 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,75.json,dimensione visibile orizzontale,408.24 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,77.json,dimensione visibile orizzontale,518.4 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,79.json,dimensione visibile orizzontale,476.6 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,80.json,dimensione visibile orizzontale,477.5 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,85.json,dimensione visibile orizzontale,473.76 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,88.json,dimensione visibile orizzontale,"47,664 cm",89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,91.json,dimensione visibile orizzontale,597.6 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,93.json,dimensione visibile orizzontale,521.28 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.planet-computer.it,97.json,dimensione visibile orizzontale,597.89 mm,89,screen_size_horizontal,0,0,0,0,0,0,0,1,0,0,0,0,0
www.pc-canada.com,0.json,product name,ProDisplay P221 21.5-Inch LED Backlit Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,1.json,product name,VS248H-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,10.json,product name,VX2880ml Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,11.json,product name,V176L LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,12.json,product name,"Pavilion 23xi 58.4 cm 23"" Diagonal IPS LED Backlit Monitor",120,screen_type,0,0,1,0,0,0,0,1,0,0,0,0,0
www.pc-canada.com,13.json,product name,V226HQL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,14.json,product name,24MP55HQ-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,16.json,product name,Business Z27x Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,18.json,product name,ThinkVision LT1713p 17-Inch Square LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,19.json,product name,U160 15.6-inch LED Backlit Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,2.json,product name,"24"" Professional Wide Gamut Graphics Desktop Monitor",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,21.json,product name,B296CL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,22.json,product name,G196HQL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,279.json,product name,VW2430H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,280.json,product name,Radiforce MX241W Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,281.json,product name,VS228H-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,282.json,product name,PB298Q Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,283.json,product name,MB168B Portable USB-powered Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,284.json,product name,GW2760HS Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,285.json,product name,Professional G2460PQU Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,286.json,product name,"LED Monitor - e2260Swda Professional 54.7cm 21.5""",120,screen_type,0,0,1,0,0,0,0,1,0,0,0,0,0
www.pc-canada.com,287.json,product name,27MP35HQ-B Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,289.json,product name,Pavilion 25xi Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,290.json,product name,VH238H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,291.json,product name,V226HQL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,292.json,product name,S271HL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,293.json,product name,ProDisplay P221 21.5-inch LED Backlit Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,294.json,product name,22M45D-B Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,295.json,product name,ProArt PA248Q Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,296.json,product name,"17"" Value Desktop Monitor with LED Backlighting",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,297.json,product name,VG932m-LED LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,298.json,product name,29UM65-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,299.json,product name,V226WL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,3.json,product name,"19"" LCD CCTV Monitor",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,300.json,product name,ProDisplay P191 18.5-inch LED Backlit Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,301.json,product name,20M35D-B LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,302.json,product name,VW22AT-CSM Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,303.json,product name,"Pavilion 22xi 54.6 cm 21.5"" Diagonal IPS LED Backlit Monitor",120,screen_type,0,0,1,0,0,0,0,1,0,0,0,0,0
www.pc-canada.com,304.json,product name,e2752Vh 27 Inch LED Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,306.json,product name,Promo EliteDisplay E231 23-Inch LED Backlit Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,307.json,product name,VN279Q Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,309.json,product name,ThinkVision LT2252p 22-inch LED Backlit LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,310.json,product name,VE278H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,311.json,product name,VS238H-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,312.json,product name,VS198D-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,313.json,product name,24M35D-B Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,314.json,product name,PA249Q Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,315.json,product name,Business Performance Z30i Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,317.json,product name,LC1503R Open-frame LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,318.json,product name,24MB35PU-B Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,319.json,product name,"27"" Color Critical Desktop Monitor with SpectraViewII White",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,320.json,product name,"VA2342-LED 23"" Full HD 1080p LED Monitor",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,321.json,product name,EVO RD4-LCD8 LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,322.json,product name,MX239H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,323.json,product name,MX279H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,324.json,product name,"EliteDisplay E221c 54,6 cm 21.5'' Webcam LED Backlit Monitor",120,screen_type,0,0,1,0,0,0,0,1,0,0,0,0,0
www.pc-canada.com,325.json,product name,ThinkVision LT3053p 30-inch WQXGA IPS LED Backlit LCD Professional Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,326.json,product name,BL2410PT Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,327.json,product name,"24"" FlexScan EV2436W WideScreen LED",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,328.json,product name,VE228H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,329.json,product name,MultiSync E201W Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,330.json,product name,LED LCD Monitor M45,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,331.json,product name,EliteDisplay E201 20-Inch LED Backlit Monitor Energy Star,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,332.json,product name,ProDisplay P201 20-inch LED Backlit Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,333.json,product name,22MB65P-B LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,334.json,product name,Promo Z24i 24-Inch IPS Display,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,335.json,product name,VN247H-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,336.json,product name,GN246HL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,337.json,product name,ThinkVision LT2223p 21.5-inch FHD LED Backlit LCD 1920 X 1080 Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,338.json,product name,VS208N-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,339.json,product name,LS1922 Wide 18.5inch WLED Flat Panel Monitor VGA Only,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,340.json,product name,PB238Q Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,341.json,product name,EliteDisplay S231d LED Monitor F3J72AA,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,342.json,product name,Business E241i Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,343.json,product name,ProDisplay P231 23-inch LED Backlit Monitor ENERGY STAR E4S07A8,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,344.json,product name,VS207D-P Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,345.json,product name,B286HK Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,346.json,product name,ThinkVision LT1913p 19-Inch Square IPS LED Backlit LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,347.json,product name,LCD Monitor with Clinical D-image,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,349.json,product name,"22"" Eco-Friendly Widescreen Desktop Monitor w/ IPS Panel and LED Backlighting",120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,350.json,product name,ThinkVision LT2452p 24-inch Wide LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,351.json,product name,VE247H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,352.json,product name,V241 23.6-inch LED Backlit Monitor ENERGY STAR E5Z68A8,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,353.json,product name,EliteDisplay E190i 18.9-inch 5:4 LED Backlit IPS Monitor,120,screen_type,0,0,1,0,0,0,0,0,1,0,0,0,0
www.pc-canada.com,354.json,product name,VE198T Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,355.json,product name,EliteDisplay E221i 21.5-inch IPS LED Backlit Monitor ENERGY STAR F9Z09A8,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,356.json,product name,LT2323p Wide 23inch WLED Flat Panel Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,357.json,product name,"ProDisplay P201 50,8 cm 20'' LED Backlit Monitor",120,screen_type,0,0,1,0,0,0,0,1,0,0,0,0,0
www.pc-canada.com,358.json,product name,VE248H Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,360.json,product name,VK228H-CSM Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,361.json,product name,B326HUL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,362.json,product name,BL2710PT Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,363.json,product name,Style Q2770PQU Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,365.json,product name,VK248H-CSM Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,366.json,product name,Business E241i Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,367.json,product name,EliteDisplay E271i LED Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,368.json,product name,SX-19P CCTV LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,369.json,product name,ThinkVision LT1952p Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,370.json,product name,RX-22 CCTV LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,371.json,product name,G237HL Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,373.json,product name,RL2455HM Widescreen LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
www.pc-canada.com,374.json,product name,ThinkVision LT2423 24-Inch FHD LED Backlit LCD Monitor,120,screen_type,0,0,1,0,0,0,0,0,0,0,0,0,0
